"id";"disease_code";"disease_name";"year";"location";"age";"sex";"cases";"cases_100k";"population"
17635;"A00(A00.0,A00.1,A00.9)";"Cholera";2017;"city";"10-14";"women";0;0.0;2847904
17636;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2017;"city";"10-14";"women";0;0.0;2847904
17637;"B04";"Monkeypox";2017;"city";"10-14";"women";0;0.0;2847904
17638;"B03";"Smallpox";2017;"city";"10-14";"women";0;0.0;2847904
17639;"A78";"Q fever";2017;"city";"10-14";"women";0;0.0;2847904
17640;"A81.0";"Creutzfeldt-Jakob disease";2017;"city";"10-14";"women";0;0.0;2847904
17641;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2017;"city";"10-14";"women";0;0.0;2847904
17642;"A90";"Dengue fever";2017;"city";"10-14";"women";0;0.0;2847904
17643;"A91";"Dengue hemorrhagic fever";2017;"city";"10-14";"women";0;0.0;2847904
17644;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2017;"city";"10-14";"women";0;0.0;2847904
17645;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2017;"city";"10-14";"women";0;0.0;2847904
17646;"A96.2";"Lassa fever";2017;"city";"10-14";"women";0;0.0;2847904
17647;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2017;"city";"10-14";"women";0;0.0;2847904
17648;"A98.3";"Marburg virus disease ";2017;"city";"10-14";"women";0;0.0;2847904
17649;"A98.4";"Ebola virus disease";2017;"city";"10-14";"women";0;0.0;2847904
17650;"A98.5";"Hemorrhagic fever with liver syndrome";2017;"city";"10-14";"women";0;0.0;2847904
17651;"A01(A01.0)";"Typhoid fever";2018;"city";"10-14";"women";0;0.0;2808901
17652;"A01(A01.1-A 01.4)";"Paratyphoid fever";2018;"city";"10-14";"women";0;0.0;2808901
17653;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2018;"city";"10-14";"women";12;0.43;2808901
17654;"A03(A03.0-A03.9)";"Shigellosis";2018;"city";"10-14";"women";0;0.0;2808901
17655;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2018;"city";"10-14";"women";26;0.93;2808901
17656;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2018;"city";"10-14";"women";2;0.07;2808901
17657;"A04(A04.3)";"E.coli infection";2018;"city";"10-14";"women";1;0.04;2808901
17658;"A04(A04.5)";"Bacterial gastrointestinal infections";2018;"city";"10-14";"women";20;0.71;2808901
17659;"A04(A04.6)";"Bacterial gastrointestinal infections";2018;"city";"10-14";"women";3;0.11;2808901
17660;"A04.9, A09";"Bacterial gastrointestinal infections";2018;"city";"10-14";"women";90;3.2;2808901
17661;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2018;"city";"10-14";"women";53;1.89;2808901
17662;"A08(A08.0)";"Rotavirus gastroenteriti";2018;"city";"10-14";"women";27;0.96;2808901
17663;"A08(A08.1)";"Virus gastrointestinal infections";2018;"city";"10-14";"women";25;0.89;2808901
17664;"A08(A08.4)";"Virus gastrointestinal infections";2018;"city";"10-14";"women";181;6.44;2808901
17665;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2018;"city";"10-14";"women";3;0.11;2808901
17666;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2018;"city";"10-14";"women";0;0.0;2808901
17667;"A17, A18";"Tuberculosis";2018;"city";"10-14";"women";0;0.0;2808901
17668;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2018;"city";"10-14";"women";0;0.0;2808901
17669;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2018;"city";"10-14";"women";0;0.0;2808901
17670;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2018;"city";"10-14";"women";0;0.0;2808901
17671;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2018;"city";"10-14";"women";0;0.0;2808901
17672;"A28.2";"Yersinia pestis";2018;"city";"10-14";"women";0;0.0;2808901
17673;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2018;"city";"10-14";"women";0;0.0;2808901
17674;"A33,A34,A35";"Tetanus";2018;"city";"10-14";"women";0;0.0;2808901
17675;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2018;"city";"10-14";"women";0;0.0;2808901
17676;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2018;"city";"10-14";"women";1;0.04;2808901
17677;"A38";"Scarlet fever";2018;"city";"10-14";"women";14;0.5;2808901
17678;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2018;"city";"10-14";"women";1;0.04;2808901
17679;"G00(G00.0-G00.3, G00.8,G00.9)";"Bacterial meningitis";2018;"city";"10-14";"women";0;0.0;2808901
17680;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2018;"city";"10-14";"women";3;0.11;2808901
17681;"A40.3,J13";"Pneumococcal infection";2018;"city";"10-14";"women";0;0.0;2808901
17682;"A41.3, A49.2, G00.0, J14";"Haemophilus influenzae disease";2018;"city";"10-14";"women";0;0.0;2808901
17683;"A69.2";"Lyme disease";2018;"city";"10-14";"women";15;0.53;2808901
17684;"A70";"Chlamydia psittaci infection";2018;"city";"10-14";"women";0;0.0;2808901
17685;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2018;"city";"10-14";"women";0;0.0;2808901
17686;"A75 (A75.0, A75.1)";"Epidemic Typhus";2018;"city";"10-14";"women";0;0.0;2808901
17687;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2018;"city";"10-14";"women";0;0.0;2808901
17688;"A82(A82.0, A82.1, A82.9)";"Rabies";2018;"city";"10-14";"women";0;0.0;2808901
17689;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2018;"city";"10-14";"women";3;0.11;2808901
17690;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2018;"city";"10-14";"women";310;11.04;2808901
17691;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2018;"city";"10-14";"women";2;0.07;2808901
17692;"B06(B06.0,B06.8,B06.9)";"Rubella";2018;"city";"10-14";"women";0;0.0;2808901
17693;"P35.0";"Rubella congenital";2018;"city";"10-14";"women";0;0.0;2808901
17694;"B15-B19";"Virus hepatitis";2018;"city";"10-14";"women";1;0.04;2808901
17695;"B15(B15.0,B15.9)";"Hepatitis A";2018;"city";"10-14";"women";0;0.0;2808901
17696;"B16.2, B16.9";"Hepatitis B";2018;"city";"10-14";"women";0;0.0;2808901
17697;"B17.1";"Hepatitis C";2018;"city";"10-14";"women";1;0.04;2808901
17698;"B17.2";"Hepatitis E";2018;"city";"10-14";"women";0;0.0;2808901
17699;"B16.0,B16.1, B17.0";"Hepatitis D";2018;"city";"10-14";"women";0;0.0;2808901
17700;"B20, B21, B22, B24";"HIV";2018;"city";"10-14";"women";0;0.0;2808901
17701;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2018;"city";"10-14";"women";0;0.0;2808901
17702;"Z21";"HIV";2018;"city";"10-14";"women";0;0.0;2808901
17703;"A51-A53";"Syphilis";2018;"city";"10-14";"women";0;0.0;2808901
17704;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2018;"city";"10-14";"women";0;0.0;2808901
17705;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2018;"city";"10-14";"women";1;0.04;2808901
17706;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2018;"city";"10-14";"women";1;0.04;2808901
17707;"B25(B25.0-B25.2, B25.8, B25.9)";"Cytomegalovirus diseases";2018;"city";"10-14";"women";0;0.0;2808901
17708;"P35.1";"Cytomegalovirus diseases congenital";2018;"city";"10-14";"women";0;0.0;2808901
17709;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2018;"city";"10-14";"women";16;0.57;2808901
17710;"J00-J06";"Upper respiratory tract infection";2018;"city";"10-14";"women";31455;1119.83;2808901
17711;"J10,J11";"Influenza";2018;"city";"10-14";"women";2010;71.56;2808901
17712;"A48.1, A48.2";"Legionellosis";2018;"city";"10-14";"women";0;0.0;2808901
17713;"A06(A06.0-A06.9), A07(A07.0, A07.3,A07.9)";"Amebiasis";2018;"city";"10-14";"women";0;0.0;2808901
17714;"A07.1";"Giardiasis";2018;"city";"10-14";"women";0;0.0;2808901
17715;"A07.2";"Cryptosporidiosis";2018;"city";"10-14";"women";0;0.0;2808901
17716;"B50,B51,B52,B53,B54";"Malaria";2018;"city";"10-14";"women";0;0.0;2808901
17717;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2018;"city";"10-14";"women";0;0.0;2808901
17718;"P37.1";"Toxoplasmosis congenital";2018;"city";"10-14";"women";0;0.0;2808901
17719;"B67(B67.0-B67.9)";"Cystic echinocccosis";2018;"city";"10-14";"women";0;0.0;2808901
17720;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2018;"city";"10-14";"women";0;0.0;2808901
17721;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2018;"city";"10-14";"women";0;0.0;2808901
17722;"B70.0";"Diphyllobothriasis";2018;"city";"10-14";"women";0;0.0;2808901
17723;"B71.0";"Hymenolepiasis";2018;"city";"10-14";"women";0;0.0;2808901
17724;"B75";"Trichinellosis";2018;"city";"10-14";"women";0;0.0;2808901
17725;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2018;"city";"10-14";"women";10;0.36;2808901
17726;"B79";"Trichuriasis";2018;"city";"10-14";"women";0;0.0;2808901
17727;"B80";"Enterobiasis";2018;"city";"10-14";"women";10;0.36;2808901
17728;"B83.0";"Toxocariasis";2018;"city";"10-14";"women";2;0.07;2808901
17729;"B55-B57,B65,B66, B72-B74,B78,B81";"Rare tropical infectious disease";2018;"city";"10-14";"women";0;0.0;2808901
17730;"B85";"Pediculosis (insects)";2018;"city";"10-14";"women";40;1.42;2808901
17731;"B86";"Scabies";2018;"city";"10-14";"women";18;0.64;2808901
17732;"B35(B35.0-B35.6, B35.8,B35.9)";"Dermatophytosis";2018;"city";"10-14";"women";12;0.43;2808901
17733;"A00(A00.0,A00.1,A00.9)";"Cholera";2018;"city";"10-14";"women";0;0.0;2808901
17734;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2018;"city";"10-14";"women";0;0.0;2808901
17735;"B04";"Monkeypox";2018;"city";"10-14";"women";0;0.0;2808901
17736;"B03";"Smallpox";2018;"city";"10-14";"women";0;0.0;2808901
17737;"A78";"Q fever";2018;"city";"10-14";"women";0;0.0;2808901
17738;"A81.0";"Creutzfeldt-Jakob disease";2018;"city";"10-14";"women";0;0.0;2808901
17739;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2018;"city";"10-14";"women";0;0.0;2808901
17740;"A90";"Dengue fever";2018;"city";"10-14";"women";0;0.0;2808901
17741;"A91";"Dengue hemorrhagic fever";2018;"city";"10-14";"women";0;0.0;2808901
17742;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2018;"city";"10-14";"women";0;0.0;2808901
17743;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2018;"city";"10-14";"women";0;0.0;2808901
17744;"A96.2";"Lassa fever";2018;"city";"10-14";"women";0;0.0;2808901
17745;"A98 (98.0- 98.5,A98.8)";"Other hemorrhagic fever";2018;"city";"10-14";"women";0;0.0;2808901
17746;"A98.3";"Marburg virus disease ";2018;"city";"10-14";"women";0;0.0;2808901
17747;"A98.4";"Ebola virus disease";2018;"city";"10-14";"women";0;0.0;2808901
17748;"A98.5";"Hemorrhagic fever with liver syndrome";2018;"city";"10-14";"women";0;0.0;2808901
17749;"A36(A36.0-A36.3, A36.8,A36.9)";"Diphtheria";2019;"city";"10-14";"women";0;0.0;2794184
17750;"A41.3, A49.2, G00.0";"Haemophilus influenzae disease";2019;"city";"10-14";"women";0;0.0;2794184
17751;"P35.0";"Rubella congenital";2019;"city";"10-14";"women";0;0.0;2794184
17752;"B26(B26.0-B26.3,B26.8,B26.9)";"Mumps";2019;"city";"10-14";"women";1;0.04;2794184
17753;"A37(A37.0,A37.1, A37.8,
A37.9)";"Whooping cough";2019;"city";"10-14";"women";1;0.04;2794184
17754;"B06(B06.0,B06.8,B06.9)";"Rubella";2019;"city";"10-14";"women";0;0.0;2794184
17755;"A33,A34,A35";"Tetanus";2019;"city";"10-14";"women";0;0.0;2794184
17756;"B05(B05.0-B05.4,B05.8,B05.9)";"Measles";2019;"city";"10-14";"women";8;0.29;2794184
17757;"A80(A80.0-A80.4,A80.9)";"Poliomyelitis";2019;"city";"10-14";"women";0;0.0;2794184
17758;"A55";"Chlamydia";2019;"city";"10-14";"women";0;0.0;2794184
17759;"A56(A56.0-A56.4,A56.8)";"Chlamydia";2019;"city";"10-14";"women";0;0.0;2794184
17760;"A54(A54.0-A54.6,A54.8,A54.9)";"Gonococcal infection";2019;"city";"10-14";"women";0;0.0;2794184
17761;"A51-A53";"Syphilis";2019;"city";"10-14";"women";0;0.0;2794184
17762;"A50(A50.0-A50.7, A50.9)";"Congenital syphilis";2019;"city";"10-14";"women";0;0.0;2794184
17763;"B20, B21, B22, B24";"HIV";2019;"city";"10-14";"women";0;0.0;2794184
17764;"B23(B23.0-B23.2,B23.8)";"HIV related diseases";2019;"city";"10-14";"women";0;0.0;2794184
17765;"Z21";"HIV";2019;"city";"10-14";"women";0;0.0;2794184
17766;"B15-B19";"Virus hepatitis";2019;"city";"10-14";"women";0;0.0;2794184
17767;"B15-B17";"Virus hepatitis";2019;"city";"10-14";"women";0;0.0;2794184
17768;"B15(B15.0,B15.9)";"Hepatitis A";2019;"city";"10-14";"women";0;0.0;2794184
17769;"B16.2, B16.9";"Hepatitis B";2019;"city";"10-14";"women";0;0.0;2794184
17770;"B17.1";"Hepatitis C";2019;"city";"10-14";"women";0;0.0;2794184
17771;"B17.2";"Hepatitis E";2019;"city";"10-14";"women";0;0.0;2794184
17772;"B17.0";"Hepatitis D";2019;"city";"10-14";"women";0;0.0;2794184
17773;"B17.8";"Other hepatitis";2019;"city";"10-14";"women";0;0.0;2794184
17774;"B18";"Virus hepatitis";2019;"city";"10-14";"women";0;0.0;2794184
17775;"B18.0, B18.1";"";2019;"city";"10-14";"women";0;0.0;2794184
17776;"B18.2";"Hepatitis C";2019;"city";"10-14";"women";0;0.0;2794184
17777;"B18.8";"";2019;"city";"10-14";"women";0;0.0;2794184
17778;"B18.9";"";2019;"city";"10-14";"women";0;0.0;2794184
17779;"Z22.5";"";2019;"city";"10-14";"women";0;0.0;2794184
17780;"A06(A06.0-A06.9)";"Amebiasis";2019;"city";"10-14";"women";1;0.04;2794184
17781;"B77(B77.0,B77.8, B77.9)";"Ascariasis";2019;"city";"10-14";"women";12;0.43;2794184
17782;"A05.1";"Botulism";2019;"city";"10-14";"women";0;0.0;2794184
17783;"B69(B69.0,B69.1,B69.8,B69.9)";"Cysticercosis";2019;"city";"10-14";"women";0;0.0;2794184
17784;"B70.0";"Diphyllobothriasis";2019;"city";"10-14";"women";0;0.0;2794184
17785;"B80";"Enterobiasis";2019;"city";"10-14";"women";11;0.39;2794184
17786;"A04(A04.3)";"E.coli infection";2019;"city";"10-14";"women";0;0.0;2794184
17787;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2019;"city";"10-14";"women";0;0.0;2794184
17788;"A07.1";"Giardiasis";2019;"city";"10-14";"women";0;0.0;2794184
17789;"B71.0";"Hymenolepiasis";2019;"city";"10-14";"women";0;0.0;2794184
17790;"P37.1";"Toxoplasmosis congenital";2019;"city";"10-14";"women";0;0.0;2794184
17791;"A04(A04.6)";"Bacterial gastrointestinal infections";2019;"city";"10-14";"women";3;0.11;2794184
17792;"A04.7";"C. diff enterocolitis";2019;"city";"10-14";"women";0;0.0;2794184
17793;"A28.2";"Yersinia pestis";2019;"city";"10-14";"women";0;0.0;2794184
17794;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2019;"city";"10-14";"women";0;0.0;2794184
17795;"A04(A04.5)";"Bacterial gastrointestinal infections";2019;"city";"10-14";"women";32;1.15;2794184
17796;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2019;"city";"10-14";"women";2;0.07;2794184
17797;"A04.8";"Bacterial gastrointestinal infections";2019;"city";"10-14";"women";0;0.0;2794184
17798;"A04.9, A09";"Bacterial gastrointestinal infections";2019;"city";"10-14";"women";102;3.65;2794184
17799;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2019;"city";"10-14";"women";8;0.29;2794184
17800;"A07.2";"Cryptosporidiosis";2019;"city";"10-14";"women";0;0.0;2794184
17801;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2019;"city";"10-14";"women";0;0.0;2794184
17802;"A32(A32.0,A32.1,A32.7-A32.9)";"Listeriosis";2019;"city";"10-14";"women";0;0.0;2794184
17803;"A08.1";"Virus gastrointestinal infections";2019;"city";"10-14";"women";24;0.86;2794184
17804;"A01(A01.1-A 01.4)";"Paratyphoid fever";2019;"city";"10-14";"women";0;0.0;2794184
17805;"Z.22.0";"Typhoid fever";2019;"city";"10-14";"women";0;0.0;2794184
17806;"A08.0";"Rotavirus gastroenteriti";2019;"city";"10-14";"women";27;0.97;2794184
17807;"A03(A03.0-A03.9)";"Shigellosis";2019;"city";"10-14";"women";0;0.0;2794184
17808;"B68(B68.0, B68.1, B68.9)";"Taeniasis";2019;"city";"10-14";"women";0;0.0;2794184
17809;"B83.0";"Toxocariasis";2019;"city";"10-14";"women";4;0.14;2794184
17810;"B58(B58.0-B58.3, B58.8,B58.9)";"Toxoplasmosis";2019;"city";"10-14";"women";0;0.0;2794184
17811;"B75";"Trichinellosis";2019;"city";"10-14";"women";0;0.0;2794184
17812;"B79";"Trichuriasis";2019;"city";"10-14";"women";0;0.0;2794184
17813;"A01(A01.0)";"Typhoid fever";2019;"city";"10-14";"women";0;0.0;2794184
17814;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2019;"city";"10-14";"women";3;0.11;2794184
17815;"A08.4";"Virus gastrointestinal infections";2019;"city";"10-14";"women";234;8.37;2794184
17816;"A15 (A15.0-A15.9),A19(A19.0-A19.2,A19.8,A19.9)";"Tuberculosis";2019;"city";"10-14";"women";0;0.0;2794184
17817;"A16 (A16.0-A16.5,A16.7-A16.9)";"Tuberculosis";2019;"city";"10-14";"women";0;0.0;2794184
17818;"A17, A18";"Tuberculosis";2019;"city";"10-14";"women";0;0.0;2794184
17819;"A48.1, A48.2";"Legionellosis";2019;"city";"10-14";"women";0;0.0;2794184
17820;"A39(A39.0-A39.5, A39.8,A39.9)";"Meningococcal disease";2019;"city";"10-14";"women";0;0.0;2794184
17821;"A40.3,G00.1,J13";"Pneumococcal infection";2019;"city";"10-14";"women";0;0.0;2794184
17822;"U04.9";"SIRS";2019;"city";"10-14";"women";0;0.0;2794184
17823;"B01(B01.0-B01.2,B01.8,B01.9)";"Chickenpox";2019;"city";"10-14";"women";376;13.46;2794184
17824;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2019;"city";"10-14";"women";0;0.0;2794184
17825;"B67(B67.0-B67.9)";"Cystic echinocccosis";2019;"city";"10-14";"women";0;0.0;2794184
17826;"A84(A84.0, A84.1, A84.9)";"Tick-borne meningoencephalitis";2019;"city";"10-14";"women";6;0.21;2794184
17827;"J09";"Bird flu";2019;"city";"10-14";"women";0;0.0;2794184
17828;"A92(A92.0-A92.2,A92.4,A92.8,A92.9)";"Others mosquito fevers";2019;"city";"10-14";"women";0;0.0;2794184
17829;"A78";"Q fever";2019;"city";"10-14";"women";0;0.0;2794184
17830;"A69.2";"Lyme disease";2019;"city";"10-14";"women";25;0.89;2794184
17831;"A82(A82.0, A82.1, A82.9)";"Rabies";2019;"city";"10-14";"women";0;0.0;2794184
17832;"A21(A21.0-A21.3,A21.7-A21.9)";"Tularemia";2019;"city";"10-14";"women";0;0.0;2794184
17833;"A92.3";"West Nile fever";2019;"city";"10-14";"women";0;0.0;2794184
17834;"A92.8";"Zika virus infection";2019;"city";"10-14";"women";0;0.0;2794184
17835;"B04";"Monkeypox";2019;"city";"10-14";"women";0;0.0;2794184
17836;"A00(A00.0,A00.1,A00.9)";"Cholera";2019;"city";"10-14";"women";0;0.0;2794184
17837;"A97 (A97.0-A97.2,A97.9)";"Dengue fever";2019;"city";"10-14";"women";0;0.0;2794184
17838;"A98.4";"Ebola virus disease";2019;"city";"10-14";"women";0;0.0;2794184
17839;"A95 (A95.0, A95.1,A95.9)";"Yellow fever";2019;"city";"10-14";"women";0;0.0;2794184
17840;"A98.5";"Hemorrhagic fever with liver syndrome";2019;"city";"10-14";"women";0;0.0;2794184
17841;"A96.2";"Lassa fever";2019;"city";"10-14";"women";0;0.0;2794184
17842;"B50,B51,B52,B53,B54";"Malaria";2019;"city";"10-14";"women";0;0.0;2794184
17843;"A20(A20.0-A20.3, A20.7-A20.9)";"Plague";2019;"city";"10-14";"women";0;0.0;2794184
17844;"A98.3";"Marburg virus disease ";2019;"city";"10-14";"women";0;0.0;2794184
17845;"B03";"Smallpox";2019;"city";"10-14";"women";0;0.0;2794184
17846;"G00(G00.2,G00.3,G00.8,G00.9)";"Bacterial meningitis";2019;"city";"10-14";"women";0;0.0;2794184
17847;"A70";"Chlamydia psittaci infection";2019;"city";"10-14";"women";0;0.0;2794184
17848;"A75 (A75.0, A75.1)";"Epidemic Typhus";2019;"city";"10-14";"women";0;0.0;2794184
17849;"B27(B27.0,B27.1,B27.8,B27.9)";"Infectious mononucleosis";2019;"city";"10-14";"women";14;0.5;2794184
17850;"A81.0";"Creutzfeldt-Jakob disease";2019;"city";"10-14";"women";0;0.0;2794184
17851;"A83(A83.0-A83.6, A83.8, A83.9)";"Mosquito encephalitis";2019;"city";"10-14";"women";0;0.0;2794184
17852;"B86";"Scabies";2019;"city";"10-14";"women";12;0.43;2794184
17853;"B55-B57,B65,B66,B72-B74,B78,B81";"Rare tropical infectious disease";2019;"city";"10-14";"women";0;0.0;2794184
17854;"A38";"Scarlet fever";2019;"city";"10-14";"women";45;1.61;2794184
17855;"A87(A87.0-A87.2, A87.8,A87.9)";"Virus meningitis";2019;"city";"10-14";"women";0;0.0;2794184
17857;"Z.22.2";"Diphtheria";2019;"city";"10-14";"women";0;0.0;2794184
17858;"Z.22.0";"Typhoid fever";2019;"city";"10-14";"women";0;0.0;2794184
18424;"A01(A01.0)";"Typhoid fever";2005;"city";"15-17";"women";0;0.0;3355220
18425;"A01(A01.1-A 01.3)";"Paratyphoid fever";2005;"city";"15-17";"women";0;0.0;3355220
18426;"A02(A02.0-A02.2, A02.8,A02.9)";"Salonellosis";2005;"city";"15-17";"women";22;0.66;3355220
18427;"A03(A03.0-A03.9)";"Shigellosis";2005;"city";"15-17";"women";9;0.27;3355220
18428;"A04(A04.0-A04.8)";"Bacterial gastrointestinal infections";2005;"city";"15-17";"women";19;0.57;3355220
18429;"A04(A04.0-A04.4)";"Bacterial gastrointestinal infections";2005;"city";"15-17";"women";2;0.06;3355220
18430;"A04(A04.3)";"E.coli infection";2005;"city";"15-17";"women";0;0.0;3355220
18431;"A04(A04.5)";"Bacterial gastrointestinal infections";2005;"city";"15-17";"women";3;0.09;3355220
18432;"A04(A04.6)";"Bacterial gastrointestinal infections";2005;"city";"15-17";"women";7;0.21;3355220
18433;"A04.9, A09";"Bacterial gastrointestinal infections";2005;"city";"15-17";"women";109;3.25;3355220
18434;"A08(A08.0-A08.3,A08.5)";"Virus gastrointestinal infections";2005;"city";"15-17";"women";13;0.39;3355220
18435;"A08(A08.0)";"Rotavirus gastroenteriti";2005;"city";"15-17";"women";3;0.09;3355220
18436;"A08(A08.1)";"Virus gastrointestinal infections";2005;"city";"15-17";"women";8;0.24;3355220
18437;"A08(A08.4)";"Virus gastrointestinal infections";2005;"city";"15-17";"women";10;0.3;3355220
18438;"A05(A05.0-A05.4, A05.8, A05.9)";"Other toxic infections";2005;"city";"15-17";"women";10;0.3;3355220
18439;"A15(A15.0-A15.9), A19";"Tuberculosis";2005;"city";"15-17";"women";4;0.12;3355220
18440;"A17, A18";"Tuberculosis";2005;"city";"15-17";"women";0;0.0;3355220
18441;"A21(A21.0-A21.3, A21.7-A21.9)";"Tularemia";2005;"city";"15-17";"women";0;0.0;3355220
18442;"A22(A22.0-A22.2, A22.7-A22.9)";"Anthrax";2005;"city";"15-17";"women";0;0.0;3355220
18443;"A23(A23.0-A23.3, A23.8,A23.9)";"Brucellosis";2005;"city";"15-17";"women";0;0.0;3355220
18444;"A27(A27.0,A27.8, A27.9)";"Leptospirosis";2005;"city";"15-17";"women";0;0.0;3355220
